item_name:string,description:text,price:float,header:string,menu_id:int
Giant Burger,"burger with bacon, grilled onions, avocado, Monterey and cheddar cheese, lettuce, tomatoes.",19.99 ,Hot Sandwiches,18
Cheese Burger,"6.Oz Burger, Chedar Cheese, Lettuce, Tomate, Onions",15.99 ,Hot Sandwiches,18
Turkey Bacon Club Sandwich,"Turkey, applewood smoked bacon, lettuce, tomato and aioli.",13.99 ,Cold Sandwiches,18
BLT Sandwich,"Bacon, lettuce, tomato and aioli.",12.99 ,Cold Sandwiches,18
Albacore Tuna Sandwich,"Albacore tuna, lettuce, tomato.",12.99 ,Cold Sandwiches,18
Pastrami Sandwich,"Pastrami, lettuce, tomato and aioli.",13.99 ,Cold Sandwiches,18
Cheese,4 pieces.,1.50 ,Sides,18
Avocado,2 pieces.,2.00 ,Sides,18
Sour Cream,"Toast , butter",1.00 ,Sides,18
Kid's Pancakes,Served with syrup and butter.,8.99 ,Kids Menu,18
Kid's Bacon and Egg,1 scrambled egg with bacon and toast.,10.99 ,Kids Menu,18
Kid's Cheese Omelette,Served with fresh fruit or house potatoes.,10.99 ,Kids Menu,18
Kid's Grilled Cheese Sandwich,Served with fresh fruit or house potatoes.,10.99 ,Kids Menu,18
Kid's Cheeseburger,Served with fresh fruit or house potatoes.,10.99 ,Kids Menu,18
Lemonade,2x caffeine bold and smooth (Coffee Vietnamese Robusta - Orbit ),3.99 ,Drinks,18
Iced Tea,Hot or Iced,3.99 ,Drinks,18
Kale Salad,"Kale, apple, walnuts, dried cranberries and feta cheese with Caesar dressing.",10.49 ,Salad Entrees,19
Caesar Salad,"Crisp romaine lettuce, house croutons and Parmesan cheese with Caesar dressing.",9.99 ,Salad Entrees,19
Caesar with Chicken Salad,"Romaine lettuce, house croutons and Parmesan cheese with Caesar dressing.",11.99 ,Salad Entrees,19
Greek Salad,"Crisp romaine lettuce, cucumbers, tomatoes, red onions, olives and feta cheese with balsamic vinaigrette dressing.",9.99 ,Salad Entrees,19
Nicoise Salad,"Tuna, spring mix, capers, green and red peppers, eggs, olives with oil and vinegar dressing.",11.99 ,Salad Entrees,19
Cobb Salad,"Chicken, bacon, romaine lettuce, tomatoes, red onions, avocado and eggs with blue cheese dressing.",12.99 ,Salad Entrees,19
Farmer's Market Salad,"Spring mix lettuce, red onions, pepperoncini, tomatoes, house croutons with oil and vinegar dressing.",7.99 ,Salad Entrees,19
Bite Salad,"Cracked pepper turkey, smoked bacon, romaine lettuces, cherry tomato and provolone cheese with creamy Caesar dressing.",12.99 ,Salad Entrees,19
Tweet Salad,"Spring mix lettuces, artichoke hearts, marinated mushrooms, roasted peppers, and crumbled feta cheese.",10.99 ,Salad Entrees,19
Marrakesh Express Salad,"Chicken, romaine, medjool dates, avocado, walnuts, fresh dates, chopped eggs, dried cranberries, and red bell peppers with vinaigrette sauce.",12.99 ,Salad Entrees,19
La Provencal Salad,"Roast beef, mixed greens, red potatoes, cherry tomato, blue cheese with balsamic vinaigrette.",10.99 ,Salad Entrees,19
Route 66 Salad,"Chicken, romaine hearts, roasted bell peppers, black beans, red onions, sharp cheddar and honey mustard.",11.99 ,Salad Entrees,19
Leafy Gallina Salad,"Chicken, walnut, apple slices, and dried cranberries atop a bed of spring mix and balsamic vinaigrette.",11.99 ,Salad Entrees,19
Blue Plate Wrap,"Chicken, lettuce, tomato, avocado, mayo, ranch and bleu cheese.",11.99 ,Wraps,19
Caesar Wrap,"Chicken, croutons, shaved Parmesan cheese and Caesar dressing.",11.99 ,Wraps,19
Soothing Chicken Wrap,"Chicken, jalapenos, tomato, onions, pepper jack cheese and cilantro aioli.",11.99 ,Wraps,19
California Hillbilly Wrap,"Pulled pork, romaine, croutons, avocado and Caesar dressing.",10.99 ,Wraps,19
All American Wrap,"Cracked pepper turkey, cranberries, tomato, onions and cilantro aioli.",10.99 ,Wraps,19
Turkey Club Wrap,"Smoked turkey, bacon, onions, cheddar cheese, and garlic aioli.",11.99 ,Wraps,19
Cowboy Melt Sandwich,"Chicken, Vermont cheddar cheese and BBQ sauce on wheat roll.",11.99 ,Specialties,19
Day After Thanksgiving Sandwich,"Cracked pepper turkey, Swiss cheese and cranberry sauce on French roll.",10.99 ,Specialties,19
Moshe Moshe Sandwich,"Chicken, pepper jack cheese and teriyaki sauce on a sweet roll.",11.99 ,Specialties,19
Vinny's Bag of Doughnut Sandwich,Meatball marinara and provolone cheese on sweet roll.,9.99 ,Specialties,19
Firecracker Sandwich,"Salsalito turkey, pepper jack cheese and spicy sauce on sourdough roll.",10.99 ,Specialties,19
Gotti Sandwich,"Mortadella, ham, salami, artichoke hearts, provolone cheese and aioli sauce on sourdough roll.",12.99 ,Specialties,19
The Avenues Sandwich,"Corned beef, sauerkraut, Swiss cheese and 1000 Island on sliced rye.",10.99 ,Specialties,19
Gooda Good Sandwich,"Chicken, Gouda cheese and pepperhouse sauce on Dutch crunch bread.",11.99 ,Specialties,19
Kitchen Sink Sandwich,"7 meats, artichoke, horseradish cheddar, pepper jack cheese and pepperhouse sauce on Dutch crunch bread.",15.99 ,Specialties,19
Sleeper Sandwich,"Salsalito turkey, bacon, Swiss cheese and aioli sauce on sweet roll.",12.99 ,Specialties,19
Caribbean Sandwich,Tuna salad and Havarti cheese on Dutch crunch bread.,10.99 ,Specialties,19
Gobbler Sandwich,"Cracked pepper turkey, bacon, avocado and blue cheese on Dutch crunch bread.",12.99 ,Specialties,19
Tree Sitter Sandwich,"Sprouts, cucumber, tomato, cucumber, avocado, eggs, fresh mozzarella, and honey mustard on rye bread.",10.99 ,Specialties,19
Vegetarian Bite Sandwich,"Avocado, roasted peppers, button mushrooms, sun-dried tomatoes, red onions and hummus on wheat roll.",10.99 ,Specialties,19
New York New York Sandwich,"Pastrami, bacon and Swiss cheese on sourdough roll.",12.99 ,Specialties,19
Branding Iron Sandwich,"Roast beef, bacon, horseradish cheddar and BBQ sauce on wheat roll.",12.99 ,Specialties,19
Mama Mia Sandwich,"Hot coppa, salami, ham, provolone cheese and pesto sauce on sourdough roll.",12.99 ,Specialties,19
Kookooroo Sandwich,"Chicken, sliced apple, feta cheese and basil pesto aioli on wheat roll.",11.99 ,Specialties,19
My Ex's Favorite Sandwich,"Chicken, cranberries, walnuts, and cucumber on a sourdough roll.",11.99 ,Specialties,19
Chickenopolis Sandwich,"Chicken, feta, cucumber, olive and balsamic vinaigrette on a wheat roll.",11.99 ,Specialties,19
Porky's Revenge Sandwich,8 hour slow-cooked pork and BBQ sauce on Dutch crunch bread.,10.99 ,Specialties,19
Skin Sandwich,"Red potato, bacon, Vermont cheddar, onion, tomato, and sour cream on a soft roll.",9.99 ,Specialties,19
Big Kid Sandwich,"Apples, peanut butter, and cranberry on a soft roll.",7.99 ,Specialties,19
Gigolo Sandwich,"Prosciutto, tomato, fresh mozzarella, olive oil, and sun-dried tomato on a soft roll.",12.99 ,Specialties,19
Petit Robert Sandwich,"Ham, Gruyere cheese, butter, tomato, and grain mustard on sourdough roll.",11.99 ,Specialties,19
The Love Affair Sandwich,"Roast beef, pepper jack, BBQ sauce, honey mustard, honey, lettuce, tomatoes, onion, on a wheat roll.",11.99 ,Specialties,19
Napa Sandwich,"Cracked pepper turkey, brie cheese, chipotle aioli, lettuce, tomato, and onions on a sourdough roll.",11.99 ,Specialties,19
My Favorite Sandwich,"Pastrami, bacon, avocado, cranberry jelly, cream cheese, mayo, onion, and lettuce on a sourdough roll.",13.99 ,Specialties,19
Cubano Sandwich,"Ham, pulled pork, pickles, Swiss cheese, and mayo on a soft roll.",11.99 ,Specialties,19
Salmon,"Baked salmon with shermoula sauce , tomato salsa on a sweet roll",15.99 ,Specialties,19
Rotisserie Chicken,1/2 chicken and 1/2 Farmer's Market salad.,13.99 ,Rotisserie Chicken,19
Eggette,Original flavored.,6.00 ,Snacks,20
6 Piece Curry Fishball,Comes with 3 pcs,5.31 ,Snacks,20
Mixed Sauce Rice Ball,Item contains fish,8.56 ,Snacks,20
Green Tea,This item contains dairy product.,5.75 ,Gen Gen Classic Tea,20
Regular Milk Tea,Non-caffeinated.,6.30 ,Gen Gen Milk Tea,20
Hot Regular Milk Tea,Contains tiny rose petals.,6.80 ,Gen Gen Milk Tea,20
Jasmine Milk Tea,Contains tiny rose petals.,6.30 ,Gen Gen Milk Tea,20
Hot Jasmine Milk Tea,Contains real ginger pieces.,6.80 ,Gen Gen Milk Tea,20
Earl Grey Milk Tea,Contains real ginger pieces.,5.31 ,Gen Gen Milk Tea,20
Passion Fruit Green Tea,"Seasonal grapefuit, no additional sugar added.",6.75 ,Gen Gen Tea,20
Blueberry Green Tea,No additional sugar added.,6.75 ,Gen Gen Tea,20
Icy Mango Slush,This drink is blended with ice.,6.85 ,Icy Slushy,20
Icy Passion Fruit Slush,This drink is blended with ice.,6.85 ,Icy Slushy,20
Icy Strawberry Slush,This drink is blended with ice.,6.85 ,Icy Slushy,20
Icy Pineapple Slush,This drink is blended with ice.,6.85 ,Icy Slushy,20
Icy Grapefruit Slush,This drink is blended with ice.,7.50 ,Icy Slushy,20
Icy Blueberry Slush,This drink is blended with ice.,6.85 ,Icy Slushy,20
Icy Lychee Slush,contains dairy,6.85 ,Icy Slushy,20
Icy Coconut Slush,contains dairy,6.85 ,Icy Slushy,20
Taro Milk Slush,This drink is blended with ice.,8.00 ,Icy Slushy,20
Matcha Milk Slush,This drink is blended with ice.,8.50 ,Icy Slushy,20
Icy Grapefruit,This drink is blended with ice.,7.50 ,Icy Slushy,20
Grapefruit Yakult,Drink must include ice to preserve quality,7.50 ,Yakult,20
Green Tea Yakult,Drink must include ice to preserve quality,6.87 ,Yakult,20
Lemon Yakult,Drink must include ice to preserve quality,7.18 ,Yakult,20
Classic Top,Each order will take 8-10 minutes.,6.85 ,Cheese and Cream Top,20
Premium White Peach Oolong Top,Each order will take 8-10 minutes.,8.00 ,Cheese and Cream Top,20
Premium Four Season Top,Each order will take 8-10 minutes.,8.00 ,Cheese and Cream Top,20
Premium Rose Ceylon Top,Icy drink causes boba to become hard.,8.00 ,Cheese and Cream Top,20
Matcha Top,Icy drink causes boba to become hard.,7.50 ,Cheese and Cream Top,20
Milky Strawberry Top,Icy drink causes boba to become hard.,8.00 ,Cheese and Cream Top,20
Milky Mango Top,Icy drink causes boba to become hard.,8.00 ,Cheese and Cream Top,20
Brown Sugar Boba Fresh Milk,Comes with boba,7.18 ,Fresh Milk,20
Sesame Boba Fresh Milk,Comes with boba,7.18 ,Fresh Milk,20
Matcha Red Bean Fresh Milk,Comes with red bean,7.50 ,Fresh Milk,20
Brown Sugar Matcha Fresh Milk,Comes with boba,7.50 ,Fresh Milk,20
Brown Sugar Agar & Grass Jelly Fresh Milk,Comes with Agar & Grass Jelly topping,8.00 ,Fresh Milk,20
Classic Black,Cold brew.,3.50 ,Milk Tea,21
Coffee Milk Tea,Prepared cold.,3.50 ,Milk Tea,21
Decaf Black,No dairy.,3.50 ,Milk Tea,21
Hong Kong Style,Prepared cold.,3.50 ,Milk Tea,21
Cotton Candy,"Toast prepared with sugar, coconut milk, egg, pandan, and butter.",4.00 ,Snacks,21
Chamomile Mint,Caffeine-free.,4.50 ,Slow Bar,21
Minestrone Soup,Only the most fresh and seasonal ingredients mixed together and slowly cooked to make a healthy homemade vegetarian soup.,8.00 ,Antipasti,22
Bruschetta,"Toasted bread with wild mushroom, smoked mozzarella and truffle oil",13.00 ,Antipasti,22
Caprese con Burrata,"Fresh burrata cheese with a unique creamy heart on a bed of arugula, cherry tomatoes and garlic bread (Vegetarian)",15.00 ,Antipasti,22
Insalata di Rucola,"(Gluten-Free,Vegetarian)",12.00 ,Antipasti,22
Caesar Salad,"Our loved Roman lettuce, shaved salty parmigiano Reggiano, our homemade bread transformed in crispy croutons all topped with our homemade (and perfectionated) creamy Caesar dressing.",13.00 ,Antipasti,22
Bruschettona,(Vegan),10.00 ,Antipasti,22
Polpette,"Inspired by a combination of our grandmas recipes. we mix 100% grounded beef meat, grated parmigiano Reggiano, breadcrumbs and a touch of garlic and cook them in the most delicious tomato sauce.",13.00 ,Antipasti,22
Carciofi,fried organic artichoke hearts,13.00 ,Fritti,22
Crab Cake,our famous crab cake with spicy aioli,14.00 ,Fritti,22
Mozzarella in Carrozza,"Serving of 4 breaded and crunchy out side, melted and juicy buffalo mozzarella inside served with home made marinara sauce ( Vegetarian)",13.00 ,Fritti,22
Calamari Fritti,Served with authentic cocktail salsa rosa. Youll never have enough!,16.00 ,Fritti,22
Cavoletti di Bruxelle,(Deep-fried brussels sprouts with roman pecorino and lemon juice dressing,12.00 ,Fritti,22
Crochette di Verdure,We add our homemade black truffle dipping sauce to make the experience even more unforgettable. (Vegetarian),14.00 ,Fritti,22
Waffle Fries,"(Vegan, VN)",12.00 ,Fritti,22
Fried Platter x 2,All served with 3 of our signature dipping sauces.,15.00 ,Fritti,22
Seasoned French Fries,Tasty seasoned French fries tossed in fresh rosemary and served with our signature pink sauce on the side.,7.00 ,Fritti,22
Lasagna,baked housemade pasta sheets with ragu bolognese sauce,20.00 ,Pasta,22
Gnocchi,"Gnocchi are Gnocchi! homemade potato dough dumplings. They always melt in your mouth, whatever sauce you choose. (Vegan)",19.00 ,Pasta,22
Spaghetti con le polpette,Homemade spaghetti pasta served with our famous meatballs in the most simple but authentic San Marzano tomato sauce.,20.00 ,Pasta,22
Sacchetti,"Home made filled pasta with pears, Taleggio, Asiago, Parmigiana Reggiano served on a Gorgonzola and walnuts sauce...",22.00 ,Pasta,22
Mezzelune ai Porcini,(Vegetarian),20.00 ,Pasta,22
Fettuccine Alfredo,(Vegetarian),17.00 ,Pasta,22
Mezzemaniche Boscaiola,"homemade short rigatoni pasta with our rich boscaiola sauce: tasty Italian sausage, wild mushrooms and green English peas in a sauce of your choice.",23.00 ,Pasta,22
Spaghetti al Pomodoro,"Looking for a tasty, light, vegetarian option? Look no further! Homemade spaghetti pasta with the most genuine San Marzano tomato sauce and a sprinkle of parmigiano Reggiano to finish!",16.00 ,Pasta,22
Salmon Fettuccine,Just Yummy!,24.00 ,Pasta,22
Build Your Own Pasta,Step 7) Give us feedback on your experience...especially if you enjoyed it :),15.00 ,Pasta,22
Branzino,"Wild mediterranean seabass, fillet serv with mix vegetables and famous Salerno sauce",31.00 ,Entre,22
Parmigiana di melanzane,Warm it up 2 minutes in the oven if you want the extra crispiness.,25.00 ,Entre,22
Chicken Parmigiana,The dish is complete with the add of melted mozzarella cheese and basil.,27.00 ,Entre,22
Risotto Tartufato,All topped up with white truffle oil and shaved parmigiano Reggiano.,26.00 ,Entre,22
Salsicce con patate,Oven cooked Italian sausages with rosemary-garlic roasted potatoes,17.00 ,Entre,22
Veal Marsala,Pounded veal with mushroom Marsala sauce,25.00 ,Entre,22
Quattro Formaggi Pizza,"Gorgonzola dolce, smoked Mozzarella, Asiago Parmigiano Reggiano. Say cheeeese!",18.00 ,Pizza Romana,22
Margherita Pizza,"San Marzano tomato sauce, mozzarella cheese and basil (Vegetarian)",17.00 ,Pizza Romana,22
Marinara Pizza,"San Marzano tomato sauce, olives, garlic and oregano(Vegan)",16.00 ,Pizza Romana,22
Patate Pizza,"Thinly sliced potatoes, mozzarella, garlic and rosemary (NO tomato sauce, Vegetarian).",19.00 ,Pizza Romana,22
Prosciutto e Burrata Pizza,"Prosciutto San Daniele, fresh burrata mozzarella cheese and homemade marinated artichokes (no tomato sauce) for an experience that youll never forget.",20.00 ,Pizza Romana,22
Salsiccia e Funghi Pizza,"Italian sausage, mushrooms, onions, san marzano tomato sauce and buffalo mozzarella",19.00 ,Pizza Romana,22
Tartufo Pizza,All topped with an exquisite white truffle oil. (No tomato sauce),21.00 ,Pizza Romana,22
Focaccia Bianca,"Nice and crunchy topped up with salt, extra virgin olive oil and fresh rosemary.",12.00 ,Pizza Romana,22
Vegana Pizza,Healthy and yummy!,18.00 ,Pizza Romana,22
Salame Pizza,"Looking for a pepperoni pizza? We don't have it! lol But check out our mild spicy salami, blend of smoked and fresh mozzarella with a San Marzano tomato base...even better!",19.00 ,Pizza Romana,22
Calzone,A real EXPLOSION of flavors!,19.00 ,Pizza Romana,22
Kids Pasta,Half portion of our homemade mezzemaniche served with a choice of sauce:,8.00 ,Kids Menu,22
Topolino Pizza,"Tomato sauce base, fresh mozzarella and fresh basil. Be ready to see your kid smile when he/she sees the shape of their pizza. :)",12.00 ,Kids Menu,22
